site_id,sampling_date,time,flow_cond,temp,sp_cond,do_sat,do,ph,orp,turb,chlor,ssc,alk,doc_r5,doc_awberc,toc_r5,toc_awberc,f,cl,br,no3,o_po4,so4,nh3_n,din,tkn,tdp,tp,al_diss,ca,cu_diss,fe_diss,mg,mn_diss,k,na,zn_diss,al_tr,cu_tr,fe_tr,mn_tr,zn_tr
REF7,3/20/06,10:21,base,4.07,0.97,100,13.04,7.61,271,15.4,,12.9,200,9.6,,10.7,,,134,0.05,1.53,0.31,68.4,0.25,0.36,0.27,0.06,0.1,nd,114,1.93,0.02,20.6,0,1.78,49.7,13.4,0.43,2.53,0.56,0.02,21.9
REF7,5/9/06,10:45,base,12.67,1.32,77.7,8.21,7.81,286,14,,9.3,220,17.4,,19.4,,,209,0.08,0.95,0.34,87.9,nd,0.22,0.25,0.16,0.18,nd,143,nd,nd,26.7,0.02,2.24,68.4,15.4,0.26,2.27,0.28,0.03,17.4
REF7,6/6/06,9:43,base,14.77,1.13,87.8,8.87,7.68,135,14.5,,15.2,240,9.4,,10.9,,,204,0.09,0.68,0.42,65.6,nd,0.14,0.2,0.13,0.17,0.04,124,1.69,0.03,22.3,0.03,2.56,65,13.4,0.79,1.73,0.59,0.05,15.5
REF7,7/10/06,10:31,base,18.18,1.52,67.1,6.3,7.63,209,17,,11.8,300,5.1,,5.2,,,280,0.41,1.21,0.48,55.1,nd,0.28,0.46,0.16,0.23,nd,167,1.95,nd,32.3,0.23,4.04,119,17.3,0.52,1.45,0.42,0.22,51.3
REF7,8/8/06,10:31,base,21.8,1.09,52.3,4.57,7.93,239,4.2,,5,270,8.7,,18.1,,,149,0.42,0.62,0.63,30.5,nd,0.01,1.22,0.26,0.26,nd,114,nd,0.02,19.7,0.68,3.72,66.9,19.9,0.27,nd,0.25,0.48,18
REF7,9/5/06,10:38,base,17.13,0.87,81.6,7.84,7.74,188,5.3,,nd,210,19.8,,19.5,,,112,0.05,0.28,0.39,62.5,nd,0.06,0.49,0.13,0.12,nd,99.1,nd,nd,16.8,0.01,3.05,48.4,28.9,0.23,nd,0.17,0.02,27.9
REF7,10/16/06,10:00,base,9.84,0.87,93.7,10.14,7.85,335.8,7.3,,6.1,220,11.1,,13.7,,,121,0.05,0.12,0.43,50.8,nd,0.03,0.28,0.17,0.17,nd,96.1,nd,nd,16.5,0.01,2.93,44.5,51.5,0.37,nd,0.23,0.02,45.5
REF7,11/13/06,9:30,base,7.2,0.88,93.2,11.2,7.94,350,5.9,,9.07,220,15.5,,17.6,,,120,0.19,0.09,0.39,54.7,nd,0.47,0.14,0.17,0.16,nd,102,nd,nd,17.6,0,2.74,43.1,62,0.45,nd,0.48,0.03,60.5
REF7,12/5/06,9:45,base,0.81,0.62,100.2,,8.05,344,19.5,,2.58,210,15.4,,17.1,,,124,0.16,1.52,0.38,60.4,nd,0.35,0.27,0.12,0.14,nd,108,nd,0.02,18.5,0,2.14,41.9,60,0.21,nd,0.21,0.01,62.2
REF7,1/10/07,9:15,base,2.04,0.79,103,14.1,7.82,365,11.5,,18.79,200,16.3,,16.9,,,100,0.04,2.13,0.35,56.1,nd,0.46,0.15,0.09,0.11,nd,98.2,nd,0.02,15.8,0,1.62,33.6,51,0.48,nd,0.42,0.02,51.1
REF7,3/8/07,10:23,base,0.29,1.16,101.5,14.67,7.85,308.3,0,,nd,200,17.4,,18,,,192,0.06,2.5,0.32,75.3,0.08,0.58,nd,0.11,0.12,nd,120,nd,nd,19.9,0,1.81,69.6,29.3,0.12,1.42,0.1,0,23.4
REF7,4/10/07,8:24,base,4.54,1.15,103.3,13.29,7.93,183.8,8,,2.78,240,22.1,,23,,,195,0.07,0.72,0.26,87.4,nd,0.15,nd,0.09,0.1,nd,129,nd,nd,23.5,0,1.57,58.2,42.4,0.15,nd,0.11,0.01,49.6
REF7,5/9/07,9:35,base,14.37,1.37,91.7,9.32,8.76,277,13,,42.25,250,24.5,,25.2,,,229,0.09,1.11,0.36,95.1,nd,0.26,nd,0.12,0.15,0.05,166,nd,nd,30.1,0.01,2.3,73.2,49.7,0.72,nd,0.49,0.03,49.5
REF7,6/13/07,10:00,base,16.43,1.54,77,7.5,7.64,211,15,,21.32,280,20.4,,21.2,,,279,0.19,0.45,0.43,73.8,nd,0.09,0.44,0.14,0.2,0.04,161,nd,nd,30.8,0.2,3.42,98.7,15.6,0.91,nd,0.78,0.23,24.1
REF7,7/18/07,0:00,base,,,,,,,,,-2.12,260,18.8,,15.3,,,175,0.13,0.27,0.36,46.3,0.1,0.04,nd,0.14,0.15,nd,122,nd,nd,22.4,0.02,3.31,70,13.7,0.2,1.66,0.2,0.04,13.5
REF7,8/1/07,12:19,base,19.53,1.35,67.5,6.1,7.87,254.6,28.7,,10.85,280,10.9,,17.2,,,232,0.16,0.8,0.52,45,0.07,0.18,0.37,0.2,0.22,nd,131,2.1,23.8,23.8,0.2,3.71,92.8,16,0.16,1.87,0.12,0.18,15.6
REF7,9/4/07,dry,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REF7,11/5/07,10:28,base,9.27,0.95,81.4,9.32,7.33,-181.3,0.8,,14.09,190,15.2,,16.2,,,119,0.02,0.33,0.4,108,nd,0.09,nd,nd,0.07,nd,105,3.53,nd,18.2,0,2.74,48.6,40.4,0.13,3.73,0.13,7.61,40.8
REF7,2/11/08,11:18,base,-0.02,0.87,86.1,12.51,8.62,171,2.9,,2.37,160,3.9,,3.3,,,161,0.04,10.7,0.35,55.7,nd,2.47,0.4,0.12,0.12,0.03,94.9,2.2,0.03,15.4,0,1.94,68.2,22.9,0.14,2.79,0.11,0,24.3
REF7,3/25/08,9:30,base,3.63,0.68,109,14.3,7.71,-190,8.6,,3.81,150,3.1,,3.4,,,96.8,nd,2.43,0.28,38.2,nd,0.52,0.15,0.12,0.16,nd,72,2.8,nd,11.4,0,1.38,41.6,10.9,0.37,2.19,0.36,0.01,8.9
REF7,4/16/08,10:05,base,7.42,0.69,109,13.04,7.98,-154.1,4.4,,3.94,200,2.8,,2.5,,,163,0.05,0.13,0.21,67.9,nd,0.04,nd,0.1,0.1,0.05,116,1.7,nd,19.2,0,1.58,55.1,6,0.15,nd,0.12,0,7.1
REF7,6/9/08,9:30,base,20.25,0.93,87.5,7.91,7.39,-42.1,14.2,,65.38,220,3.4,,3.4,,,151,0.06,1.07,0.37,60,nd,0.23,0.14,0.16,0.27,0.03,110,85.7,0.03,18.3,0.02,3.11,59.5,127,0.81,1.2,1.01,0.05,20
REF7,7/30/08,9:20,base,19.04,1.15,,6.75,7.11,192.3,31.4,9.3,1.22,280,,,,,,175,0.14,0.27,0.46,41.7,nd,0.04,0.27,0.16,0.18,nd,117,3.1,0.2,19.8,0.09,3.25,77.6,10.4,0.37,3.47,0.38,0.11,8.77
REF7,8/12/08,14:40,base,17.46,0.84,71,6.76,7.54,314.9,3.7,,3.94,270,3.6,,4,,,213,0.14,0.4,0.39,47.1,nd,0.06,0.25,0.14,0.18,nd,132,2.1,0.01,22.9,0.06,3.34,94.3,nd,0.22,2.66,0.22,0.07,nd
REF7,9/17/08,dry,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REF7,10/15/08,14:40,base,15.73,1.26,76.8,7.6,6.79,296,5,,9.93,220,4.8,,5.4,,,182,0.06,4.91,0.57,130,nd,1.16,0.34,0.19,0.21,0.03,142,3,0.03,23.2,0.1,3.21,98.8,10.8,0.14,2.88,0.19,0.12,12.5
REF7,12/9/08,11:00,base,4.23,1.15,88.5,11.49,7.33,136,-1.4,,20.1,190,3.7,3.51,5,3.92,,202,0.05,0.09,0.37,72.7,nd,u,0.27,0.14,0.2,0.02,118,3.2,0.01,20.4,0,2.56,73.7,nd,0.41,53.9,0.58,0.03,nd
REF7,1/26/09,12:16,base,-0.08,0.61,112.3,16.31,7.27,-176.7,0.8,,1.22,160,2.5,3.07,2.2,2.98,,233,0.07,2.91,0.31,72.1,nd,0.6,0.16,0.1,0.11,nd,111,2.6,0,20,0,2.55,88.7,22.5,0.06,3.07,0.08,0.01,18.9
REF7,2/24/09,10:10,base,-0.05,1.54,104.3,15.12,15.43,165.5,2.4,,7.09,150,2.5,3.41,2.8,3.18,,338,0.07,3.12,0.28,65.4,nd,78.5,nd,0.09,0.1,nd,114,4.1,0.01,19.3,0,2.43,147,21.7,0.1,2.75,0.12,0.01,19.4
REF7,3/17/09,14:22,base,8.88,1.46,94.9,10.9,8.67,276.8,7.7,,7.18,220,3.6,4.44,2.7,3.5,,0.07,0.86,0.34,69.4,,,0.19,,,,nd,117,2.1,0.01,19.4,0,2.77,131,19.5,0.16,2.81,0.2,0.01,18.7
REF7,4/27/09,11:31,base,16.31,1.22,102.3,9.99,7.89,325.5,12.5,,18.47,200,3.5,3.48,3,3.26,,225,0.07,0.37,0.33,62.9,nd,0.08,0.56,0.11,0.12,nd,114,1.9,0.01,19.4,0.01,2.33,90.9,23.3,0.52,1.86,0.49,0.02,18.7
REF7,5/21/09,14:21,base,15.3,1.34,90,89.3,7.33,124.5,12.6,,12.15,210,2.6,2.56,3.2,2.9,,242,0.07,0.8,0.36,63.2,nd,0.15,0.47,0.12,0.17,nd,135,2.2,0.01,22.8,0.01,2.49,103,10.8,0.51,2.27,0.45,0.02,nd
REF7,6/9/09,10:39,base,17.3,1.45,86.5,8.16,7.72,165.1,8.9,,12.82,240,6.2,3.73,4.3,3.68,,262,0.13,0.28,0.42,52.8,nd,0.06,0.56,0.13,0.16,0.05,137,nd,0.02,24.7,0.07,3.13,112,24.7,0.42,nd,0.36,0.09,24.7
REF7,7/16/09,7:49,base,19.43,1.67,,5.05,7.93,-26,0.3,3.6,6.89,300,4.3,4.92,4.2,4.97,,347,0.26,0.46,nd,38,0.38,0.08,0.49,0.18,0.17,nd,161,1.9,0.01,29.1,0.19,3.56,127,28.7,0.16,1.98,0.17,0.2,29.7
REF7,9/14/09,10:43,base,15.31,1.22,77.2,7.7,7.73,183,13.6,,15.24,260,3.9,4.74,4.1,4.48,,173,nd,0.39,nd,53.2,nd,nd,0.89,0.1,0.13,nd,129,4.3,0,21.9,0.03,3.48,86.9,6.6,0.19,3.41,0.31,0.05,7.88
REF7,10/6/09,10:40,base,11.95,1.02,73.3,7.9,9,53.5,30.2,,45.92,220,3.8,3.57,3.7,3.54,,138,nd,nd,nd,41.8,nd,nd,0.8,0.11,0.17,nd,107,2.6,0.01,18.5,0.01,3.07,71.2,7.6,0.7,3.39,1.02,0.05,10.5
REF7,12/7/09,,base,2.48,1.24,93.8,12.75,7.82,86.8,4.9,2,98.31,250,,3.38,,3.34,0.25,172,61.7,0.37,nd,61.7,n,0.11,,0.1,0.2,0.06,124,nd,0.01,23.2,0.01,2.42,62.4,26.1,1.34,nd,1.95,0.11,30.8
REF7,2/1/10,13:10,base,-0.01,1.56,98,14.26,7.85,68,9.4,-0.3,5.36,250,1.9,,2,,,243,nd,1.66,nd,74.9,nd,0.41,0.51,0.04,0.21,0.07,129,1.6,0.01,25.2,0,1.94,88.6,37.6,0.28,2.09,0.31,0.02,38.9
REF7,3/17/10,13:15,base,8.49,1.2,104.3,12.15,8.05,74,29.7,,27.87,230,3.4,3.26,2.9,2.72,,193,n,0.92,n,61.4,n,0.24,0.75,0.05,0.13,0.06,112,1.8,0.01,19.8,0,1.84,84.6,36.5,0.75,2.61,0.66,0.03,0.04
REF7,4/1/10,9:46,base,9.33,1.17,102,11.66,7.95,9.1,30.5,,12.91,260,,2.82,,2.67,,190,n,0.43,n,65.9,n,0.12,0.62,0.34,0.18,0.05,125,nd,nd,21.5,0,1.76,75,33.8,0.86,nd,0.9,0.04,37.8
REF7,5/25/10,9:18,base,17.07,1.33,91.8,8.83,7.89,148,51.1,4,71.64,260,,3.28,,3.2,,222,n,1.06,n,67.3,n,0.25,0.86,0.1,0.39,,,,,,,,,,,,,,
REF7,7/6/10,9:32,base,20.2,1.36,90.1,8.11,7.76,278.7,22.3,,31.97,260,,61.93,,61.58,,,,,,,nd,0.23,0.61,0.18,0.29,0.03,132,4.4,nd,24.1,0.05,3.48,75.8,nd,1.18,3.29,1.08,0.09,nd
REF7,8/4/10,11:16,base,23.53,1.96,40.7,3.43,9.9,-300,34.7,,9.09,290,,5.48,,5.45,,,,,,,,,,,,0.04,146,3.2,nd,30.5,0.11,5.76,162,nd,0.35,3.78,0.42,0.23,nd
REF7,8/29/05,20:00,storm,,,,,,,,,10,250,4.9,,8.8,,,255,0.18,1.97,0.57,78.8,0.28,0.48,0.68,0.21,0.2,0.14,40.2,3.84,0.16,6.07,0,2.98,127,6.89,0.13,5.07,0.27,0.21,18.8
REF7,8/30/05,11:00,storm,21,0.54,116.3,10.36,7.76,187,521,,70.8,170,5.5,,7.5,,,164,0.1,3,0.65,54.4,0.12,0.66,0.92,0.19,0.37,nd,91.9,5.23,0.01,16,0.03,3.85,89,10.1,2.03,6.78,2.61,0.18,39.9
REF7,8/30/05,13:00,storm,,,,,,,,,569,100,6.8,,7.5,,,50.3,0.02,3.46,0.67,22,nd,0.76,2.21,0.17,2.02,nd,143,5.94,nd,24.7,0.04,4.42,33.4,12.6,20.2,19.5,28.3,0.6,78.7
REF7,8/30/05,15:00,storm,,,,,,,,,528,110,7.5,,8.3,,,59.9,0.05,2.22,0.52,22.2,nd,0.47,2.42,0.16,1.86,nd,46.4,3.32,0.02,7.15,nd,2.71,32.9,5.56,15.5,20.4,22.5,0.66,67.7
REF7,8/30/05,16:00,storm,,,,,,,,,614,100,7.7,,8.4,,,53.4,0.04,2.21,0.49,21.6,nd,0.45,2.98,0.16,2.27,0.03,43.2,7.35,0.06,6.59,0,2.47,29.6,11.9,19.1,21.4,26.5,0.86,78.5
REF7,8/30/05,18:00,storm,,,,,,,,,351,110,7.6,,9,,,61.6,0.06,1.82,0.46,21.1,nd,0.39,1.99,0.15,1.16,nd,48.6,4.15,0.03,7.69,0,2.38,32.3,7.48,11.1,13.5,14.6,0.46,48.5
REF7,8/30/05,20:00,storm,,,,,,,,,216,120,7.4,,8.3,,,67.5,0.07,1.95,0.41,23.1,nd,0.44,1.85,0.14,0.69,nd,55.1,4.01,0.03,8.92,0,2.27,33.3,7.62,7.1,8.28,8.35,0.28,32.6
REF7,8/30/05,23:00,storm,,,,,,,,,92.9,120,6.6,,8,,,73.4,0.07,2.03,0.38,25.7,0.15,0.48,0.82,0.12,0.37,nd,59.8,3.13,0.02,9.66,0,2.28,35.2,21.5,3.22,6.03,3.86,0.15,17.4
REF7,8/31/05,1:00,storm,,,,,,,,,55.8,130,6.7,,7.3,,,76,0.08,4.07,0.38,26.9,0.09,0.49,0.82,0.13,0.27,nd,62.8,3.37,0.03,11.1,0,2.3,35.1,7.54,2,5.03,2.37,0.11,15.4
REF7,8/31/05,3:00,storm,,,,,,,,,48.9,130,6.2,,7.4,,,77.2,0.07,1.99,0.38,27.2,0.05,0.47,0.7,0.13,0.26,nd,61.1,3.73,0.02,9.79,0,2.31,36.2,7.74,1.93,4.43,2.48,0.09,14.7
REF7,8/31/05,5:00,storm,,,,,,,,,292,110,6.7,,7.7,,,66.8,0.05,1.63,0.41,22.9,0.1,0.37,1.58,0.14,0.97,nd,50.4,5.32,0.04,7.73,0,2.16,33.9,10.6,8.52,11.9,11.4,0.39,39.2
REF7,8/31/05,8:00,storm,,,,,,,,,97.4,120,7.4,,8.5,,,64.9,0.06,5.26,0.39,26.5,0.06,0.57,0.94,0.14,0.42,nd,57.3,5.04,0.04,8.65,0,2.27,33.6,7.77,3.95,6.72,4.61,0.15,24.6
REF7,4/18/06,11:00,storm,12.13,0.84,106.1,11.3,8.13,140,12.4,,16.4,210,9.7,,11,,,105,0.04,0.42,0.27,52.6,nd,0.09,0.28,0.13,0.17,nd,98.3,2.37,nd,16.5,0.01,1.51,43.7,8.96,0.42,3.16,0.45,0.03,10.1
REF7,7/11/06,12:00,storm,,,,,,,,,10.5,300,7.7,,15.4,,,270,0.3,0.41,1.08,24.5,0.78,0.1,1.43,0.34,0.29,nd,151,2.05,nd,26.4,1.79,4.1,109,19.1,0.17,2.13,0.29,1.92,21.3
REF7,7/11/06,15:00,storm,,,,,,,,,15.4,290,8.1,,14.6,,,270,0.3,0.91,1,25.7,0.65,0.21,1.3,0.3,0.29,nd,147,2.07,nd,26,1.64,4.18,111,19.1,0.35,2.43,0.49,1.76,20.2
REF7,7/11/06,16:00,storm,,,,,,,,,15.8,300,8.5,,16.6,,,265,0.3,1.14,1,25.4,0.67,0.28,1.22,0.28,0.3,nd,146,2.27,nd,25.6,1.65,4.13,111,18.6,0.58,2.45,0.64,1.76,22.4
REF7,7/11/06,19:00,storm,,,,,,,,,17,260,9.2,,18.1,,,249,0.28,4.86,0.89,31.2,0.56,1.01,1.3,0.24,0.29,nd,133,3.1,0.21,23.5,1.29,4.06,106,25.1,0.96,3.48,0.82,1.38,21.9
REF7,7/12/06,1:00,storm,,,,,,,,,20.3,220,9.9,,15.7,,,235,0.25,7.34,0.84,35.9,0.44,1.64,1.16,0.27,0.26,nd,120,3.15,nd,20.8,0.96,3.96,102,18.7,1.09,4.05,0.87,1.14,24.5
REF7,7/12/06,4:00,storm,,,,,,,,,16.8,230,8,,9.4,,,240,0.25,5.06,0.82,36.2,0.46,1.33,1.21,0.22,0.26,nd,127,3.1,nd,22.1,1.1,3.93,107,19.6,0.89,3.83,0.82,1.18,26
REF7,7/12/06,7:00,storm,,,,,,,,,16.6,240,8.2,,13.4,,,334,0.46,5.2,0.59,53.8,0.3,1.36,0.84,0.15,0.2,nd,148,2.7,nd,25.2,1,4.09,146,22.3,1.19,3.34,0.75,1.04,26.8
REF7,7/12/06,10:00,storm,,,,,,,,,62.9,170,9.8,,16.9,,,207,0.18,4.35,0.54,52.4,nd,1.35,1.12,0.15,0.31,nd,101,3.46,0.02,16.6,0.14,3.79,105,16.5,5.65,5.74,3.32,0.2,34.4
REF7,9/12/06,7:41,storm,19.14,0.74,61.5,5.68,7.51,176,120.3,,113,150,19.9,,22.1,,,90.2,0.02,1.44,1.1,32.7,nd,0.46,0.68,0.4,0.7,0.03,59.3,nd,0.04,9.4,0.03,4.22,54.8,22.4,5.61,4.4,4.77,0.17,44
REF7,9/12/06,12:02,storm,18.69,0.52,93.9,8.75,7.89,189,602.1,,584,130,15,,17.1,,,58.8,0.03,2.33,0.68,27.3,nd,0.56,2.31,0.23,2.09,0.06,49.8,nd,0.07,8.05,0,3.56,30.5,18.1,15.8,16.3,22,0.91,92.3
REF7,9/12/06,14:02,storm,18.9,0.43,95.2,8.84,7.93,190,1320,,296,100,14.6,,15.1,,,51.3,nd,2.37,0.58,22.7,0.21,0.53,1.69,0.21,1.15,0.09,43.7,nd,0.14,6.46,0,2.97,25.1,19.6,10.3,7.63,13.3,0.51,53.1
REF7,9/12/06,20:02,storm,19.49,0.54,91.7,8.41,8.01,198,54.3,,59.1,130,12.6,,11.6,,,65.6,0.04,2.96,0.49,27.8,0.48,0.68,1.3,0.17,0.34,nd,58.5,nd,0.03,9.02,0,2.96,31.9,21.8,2.39,3.11,2.59,0.14,29.2
REF7,9/13/06,2:02,storm,18.93,0.55,88,8.16,7.94,199,43.3,,40.2,140,66.9,,13.4,,,67.7,0.03,4.02,0.4,28.4,0.13,0.92,0.86,0.17,0.29,nd,60.3,nd,0.02,9.17,0.01,2.95,33.9,23.2,1.78,2.18,1.89,0.09,28.3
REF7,2/20/07,10:40,storm,-0.13,2.19,103.5,15.04,7.55,373.5,7.3,,5.15,200,19.4,,21.8,,,518,0.1,3.71,0.33,75.8,nd,0.83,0.26,0.13,0.16,nd,150,nd,nd,25.6,0,2.47,206,36.7,0.32,nd,0.28,0.01,41.7
REF7,3/1/07,9:27,storm,3.11,0.75,99.2,13.28,7.81,351.1,17.5,,,11,10.6,,14.3,,,207,0.05,3.03,0.28,52.9,nd,0.66,0.24,0.13,0.19,nd,90.1,nd,0.02,15,0,1.76,88.3,34.3,1.24,nd,0.75,0.02,28.1
REF7,3/1/07,10:54,storm,3.58,1.08,112,14.8,7.97,328,24,,,nd,8.3,,14.6,,,205,0.05,3.1,0.3,49.1,nd,0.68,0.4,0.12,0.21,0.04,86.7,nd,0.03,13.9,0,1.69,87.6,17.3,1.91,2.13,1.2,0.03,20.4
REF7,3/1/07,13:52,storm,4.42,0.94,100.3,12.97,7.84,311,27.1,,,nd,10.8,,15.4,,,177,0.04,3.35,0.28,41.2,nd,0.74,0.4,0.12,0.22,0.06,77.2,nd,0.08,12.1,0,1.6,77,19.5,2.03,1.76,1.39,0.03,16.1
REF7,3/15/07,20:58,storm,6.42,1.12,0.3,0.03,8.09,206,30.6,4.6,,230,16.3,,18.6,,,240,0.04,0.88,0.37,85.5,nd,0.19,0.26,0.13,0.16,0.03,132,nd,nd,22.2,0,2.61,87.9,32.3,1.85,5.03,1.45,0.05,29
REF7,3/16/07,1:02,storm,5.86,1.16,0.3,0.04,8.07,217,18.6,5,,220,17.7,,18.4,,,262,0.07,1.08,0.36,86.1,nd,0.25,0.33,0.13,0.15,nd,132,nd,nd,22.3,0,2.54,97.2,31,0.93,1.73,0.79,0.03,39.6
REF7,3/16/07,9:02,storm,4.7,1.23,0.3,0.04,8.09,225,10,2,,190,15.5,,16.3,,,325,0.07,2.28,0.34,71.1,nd,0.52,0.46,0.12,0.26,nd,113,nd,0.02,18,0,2.21,143,36.4,3.9,2.42,2.69,0.09,40.9
REF7,3/16/07,11:02,storm,4.91,1.24,0.3,0.03,8.12,215,8.4,3.9,,190,15.8,,,,,320,0.06,2.75,0.36,60.6,nd,0.61,0.5,0.14,0.34,0.04,100,1.65,0.02,16,0,2.13,143,30.8,5.31,3.61,3.8,0.13,40.9
REF7,3/16/07,13:02,storm,4.94,1.23,0.3,0.03,8.13,210,8.6,2.2,,180,14.7,,,,,248,0.05,3.04,0.32,55.8,nd,0.67,0.47,0.13,0.28,0.17,96.5,nd,0.12,15.5,0.01,2.01,102,30,4.67,3.47,3.19,0.09,36.7
REF7,3/17/07,7:02,storm,2.75,1.23,0.3,0.04,8.15,231,5.8,3.3,,220,15.5,,,,,272,0.07,1.58,0.35,78.7,nd,0.35,0.37,0.12,0.22,0.04,116,nd,nd,18.9,0,2.22,108,0.03,2.37,2.04,1.75,0.07,40.9
REF7,3/17/07,15:02,storm,5.31,1.25,0.1,0.01,8.18,176,5.6,2.2,,170,14.7,,,,,245,0.06,3.02,0.32,55.9,nd,0.68,0.52,0.14,0.29,0.28,96,nd,0.22,15.6,0.01,2.1,102,30.7,4.13,2.83,2.98,0.08,36.7
REF7,4/3/07,17:00,storm,17.3,1.13,92.8,8.89,8.11,224,16.1,4.1,,240,15.7,,19,,,194,0.07,0.44,0.34,82.8,nd,0.1,0.27,0.15,0.17,1.43,128,2.48,0.97,22.4,0.04,2.53,62.2,47.5,1.35,nd,0.98,0.04,46.9
REF7,4/3/07,19:00,storm,15.92,1.05,89.4,8.81,7.98,190,118.1,10.5,,190,15.8,,26.8,,,194,0.06,1.05,0.32,69.7,nd,0.24,0.93,0.13,0.61,0.07,104,2.16,0.06,17.7,0.01,2.05,70.7,33.2,6.28,6.3,5.32,0.24,58.6
REF7,4/3/07,20:00,storm,15.3,0.8,91.3,9.12,7.88,199,403.5,24.4,,160,15.4,,25.9,,,143,0.04,1.48,0.38,47.2,0.09,0.34,1.67,0.16,1.93,0.09,78.2,1.8,0.08,13.5,0,1.78,53.9,27.4,17.1,17.3,22.4,0.94,96.2
REF7,4/3/07,21:00,storm,14.05,0.61,94.2,9.69,7.68,202,847.3,40.7,,130,17.7,,23.9,,,107,0.03,2.57,0.47,31.4,0.09,0.59,2.7,0.26,2.61,3.25,57.2,3.75,1.85,8.82,0.04,2.66,41.8,27.9,25.4,25.8,33.4,1.41,119
REF7,4/4/07,2:00,storm,13.12,0.64,92,9.65,7.82,226,78.5,9.3,,140,13.9,,12.5,,,103,0.04,2.39,0.32,37,nd,0.54,0.85,0.12,0.45,0.08,68.7,2.02,0.08,9.83,0,1.61,38.4,24.5,5.84,nd,4.04,0.15,35
REF7,6/19/07,10:40,storm,20.21,1.29,5.7,0.51,7.85,0,22.4,4.7,31.76,340,30.2,,34.4,,,367,0.22,0.02,nd,79.6,0.9,nd,6.41,0.11,0.3,0.04,185,1.65,0.03,38,2.64,9.48,139,18.2,0.62,2.33,0.67,2.57,21.3
REF7,6/19/07,16:00,storm,20.8,1.17,42,3.75,7.84,86,328.8,15.6,493.7,250,32.5,,32.7,,,263,0.15,5.32,0.38,63.6,0.86,1.23,6.19,0.27,1.78,0.13,136,3.63,0.14,28.8,1.47,8.87,106,14,12.9,14,18.9,2.18,68.8
REF7,7/19/07,13:29,storm,,,,,,,,,288.83,270,7.9,,14.4,,,175,0.14,0.76,0.41,44.3,nd,0.17,1.28,0.15,0.75,nd,119,1.47,nd,22.4,0,3.75,69.6,15.1,5.74,6.34,6.58,0.42,41.2
REF7,7/19/07,15:32,storm,,,,,,,,,517.1,130,14.7,,11.2,,,78.3,0.04,3.11,0.47,24.4,0.06,0.7,1.95,0.16,1.58,nd,54.1,1.74,0.03,8.46,0,3.08,35.6,8.38,14.8,12.6,17.9,0.59,74.8
REF7,7/19/07,19:32,storm,,,,,,,,,151.48,160,15.2,,10.8,,,116,0.06,1.69,0.46,14.6,0.06,0.38,1.16,0.19,0.58,nd,84.1,nd,nd,15.9,0,3.04,49.9,10.9,5.27,5.9,5.5,0.22,26.8
REF7,7/19/07,23:32,storm,,,,,,,,,51.81,180,15.9,,10.6,,,132,0.07,0.79,0.44,27.4,nd,0.16,0.56,0.2,0.31,nd,84.1,nd,nd,15.9,0,3.05,49.9,10.9,1.46,2.64,1.65,0.09,14.1
REF7,11/29/07,,storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REF7,12/2/07,16:22,storm,,,,,,,,,116.59,100,12.6,,17,,,89.3,u,0.58,0.6,45.3,u,,0.99,0.19,0.54,5.03,55.7,5.65,4.19,9.78,0.14,3.82,40.4,62.3,u,2.5,0.02,0.01,0.04
REF7,12/2/07,18:22,storm,,,,,,,,,297.31,67,19.8,,16.8,,,29,u,3.88,0.91,22,u,,2.17,0.29,1.28,9.92,34,12,94.5,6.58,0.38,4.63,14.9,57.4,0.07,3.2,0.09,0.02,0.02
REF7,12/2/07,22:22,storm,,,,,,,,,49.85,86,16.8,,11.5,,,39.5,u,6.32,0.55,31.1,u,,0.9,0.18,0.37,3.65,41.3,4.53,2.49,6.81,0.05,2.8,19.3,40,0.06,3.2,0.08,0.01,0.04
REF7,2/26/08,0:00,storm,,,,,,,,,0.42,160,3.6,,3.7,,,732,0.1,4.68,0.28,79.5,nd,1.03,0.21,0.1,0.11,nd,133,3.2,nd,20.9,0,2.39,359,30.1,0.09,3.18,0.13,0.01,24.9
REF7,2/26/08,0:00,storm,,,,,,,,,7.9,150,4.2,,3.4,,,590,0.08,4.91,0.29,55.5,nd,1.08,0.29,0.1,0.14,0.04,122,2.3,nd,19.6,0,2.26,290,24.3,0.45,3.25,0.56,0.02,23.2
REF7,2/26/08,0:00,storm,,,,,,,,,44.91,120,4.5,,5.2,,,495,0.07,4.83,0.28,45.2,nd,1.14,0.51,0.1,0.21,0.05,108,2.3,0.04,16.7,0,2.12,242,24.1,1.59,3.37,1.65,0.05,26.2
REF7,2/26/08,0:00,storm,,,,,,,,,66.53,110,5,,5.7,,,413,0.06,4.44,0.28,36.5,nd,1.14,0.6,0.1,0.33,0.04,88.9,2.2,0.03,13.7,0,1.96,197,19.5,2.37,3.95,2.63,0.09,24.9
