site_id,sampling_date,time,flow_cond,temp,sp_cond,do_sat,do,ph,orp,turb,chlor,ssc,alk,doc_r5,doc_awberc,toc_r5,toc_awberc,f,cl,br,no3,o_po4,so4,nh3_n,din,tkn,tdp,tp,al_diss,ca,cu_diss,fe_diss,mg,mn_diss,k,na,zn_diss,al_tr,cu_tr,fe_tr,mn_tr,zn_tr
CON,4/4/07,2:00,storm,13.8,0.63,97.8,10.11,7.97,263,83.3,6.4,,160,16.3,,19,,,76.6,0.04,3.73,0.44,43.3,nd,0.84,0.82,0.16,0.34,0.07,66.7,2.61,0.09,9.75,0.01,2.4,36.9,21.9,3.76,5.07,3.09,0.08,32.1
CON,6/19/07,10:40,storm,19.9,1.08,19.2,1.74,7.64,-146,10.5,2.5,28.42,260,17.3,,13.3,,,156,0.15,0.48,0.63,63.1,nd,0.1,0.83,0.21,0.33,nd,113,2.08,nd,20.7,0.4,4.42,84.3,17.2,0.59,2.29,0.59,0.42,22.9
CON,6/19/07,16:00,storm,20.76,0.96,32.9,2.94,7.7,-88,183.9,9.6,169.41,20,20.6,,18.6,,,144,0.13,1.45,0.66,59,0.12,0.32,1.08,0.23,0.7,0.07,97.5,2.33,0.05,17.9,0.2,4.36,73.5,16.8,7.08,7.84,6.48,0.47,41.5
CON,7/19/07,13:34,storm,,,,,,,,,288.9,180,11.9,,8.4,,,127,0.08,0.84,0.5,38,nd,0.2,1.12,0.19,0.87,0.04,73,3,0.05,13.3,0,4.31,65.5,8.92,8.38,9.75,9.01,0.44,49.1
CON,7/19/07,15:37,storm,,,,,,,,,327.56,180,13.1,,11.7,,,118,0.07,1,0.53,36.3,nd,0.24,1.64,0.24,1.09,nd,69.2,2.27,nd,12.4,0,4.02,62.3,11,9.41,11.2,11.2,0.53,50.8
CON,7/19/07,19:37,storm,,,,,,,,,190.36,100,12.3,,10.8,,,66.4,0.41,3.27,0.58,21.2,0.08,0.79,1.28,0.19,0.79,nd,37.2,2.99,0.03,5.38,0,3.19,41.3,5.92,7.43,9.27,7.56,0.3,38.6
CON,7/19/07,23:37,storm,,,,,,,,,59.63,130,13.9,,9.9,,,87.5,0.31,2.83,0.6,25.6,nd,0.68,0.75,0.21,0.44,nd,49.2,2.71,0.03,7.41,0,3.48,50.9,7.28,2.78,4.63,2.57,0.1,18.8
CON,11/29/07,,storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,12/2/07,16:30,storm,,,,,,,,,303.48,150,13.6,,11.7,,,81.8,0.04,3.56,0.65,138,u,,1.96,0.2,1.09,6.42,79.6,13.1,7.81,13.8,0.4,5.02,47.4,85.8,u,u,u,0.01,36.6
CON,12/2/07,18:30,storm,,,,,,,,,305.35,76,17.6,,17.2,,,21.3,u,5.58,0.9,26,u,,2.22,0.28,1.28,7.84,40.3,10.2,9.05,6.42,0.38,4.4,12.8,58.2,0.07,u,0.11,0.02,22.6
CON,12/2/07,22:30,storm,,,,,,,,,50.43,110,17.7,,16.7,,,30.5,u,11.7,0.74,38,u,,1.2,0.25,0.48,2.29,51.3,3.9,2.12,6.88,0.07,3.19,18,39.9,0.07,2,0.09,0.02,32.1
CON,12/3/07,6:30,storm,,,,,,,,,10.8,160,19,,13.8,,,50.2,u,12.4,0.6,57.1,u,,0.92,0.2,0.3,0.84,72,2,0.77,10.6,0.03,3.12,28.6,34.9,0.25,1.7,0.26,0.01,36.8
CON,2/26/08,11:00,storm,,,,,,,,,10.4,190,3.8,,3.8,,,592,0.1,5.5,0.32,75.3,nd,1.21,0.33,0.11,0.13,nd,123,4.1,0.02,18.9,0.01,3.3,319,33.1,0.2,4.74,18.3,0.02,36.6
CON,2/26/08,3:30,storm,,,,,,,,,52.08,160,4.6,,5.4,,,558,0.09,5.26,0.49,60,0.11,1.18,0.8,0.15,0.29,nd,95.3,4.7,0.02,14.5,0.01,3.32,293,23.8,1.55,5.45,1.85,0.07,39
CON,2/26/08,5:00,storm,,,,,,,,,69.28,130,4.7,,6.1,,,455,0.07,5.12,0.55,48.6,0.12,1.18,0.96,0.34,0.34,nd,83.3,2.9,0.03,13,0.01,2.9,230,23.6,2.07,6.32,2.55,0.1,40.6
CON,2/26/08,8:00,storm,,,,,,,,,70.86,120,5.3,,6.8,,,352,0.05,5.41,0.51,38,0.1,1.21,0.81,0.17,0.36,0.04,68.5,3.6,0.1,8.6,0.01,2.37,185,24,2.54,6.62,2.89,0.1,39.8
CON,2/26/08,3:30,storm,,,,,,,,,9.14,130,5.6,,5.7,,,218,0.04,7.2,0.44,40.4,0.07,1.61,0.56,0.16,0.26,nd,67.2,2.7,0.05,8.52,0.01,2.28,123,18.5,1.18,3.82,1.16,0.03,27.4
CON,3/27/08,2:00,storm,8.84,0.72,90.5,10.48,7.74,250,16.2,2.8,3.89,200,3.9,,3.3,,,103,0.05,2.47,0.33,70.2,nd,0.58,0.27,0.13,0.16,nd,92.5,nd,nd,14.1,0,2.69,59.9,5.5,0.29,2.3,0.41,0.02,12.3
CON,3/27/08,3:30,storm,8.3,0.6,94.8,11.13,7.68,220,105.2,5.3,44.75,190,3.8,,3.5,,,103,0.04,2.54,0.28,64.1,nd,0.58,0.44,0.12,0.25,nd,85.2,1.5,0.02,12.9,0,2.49,59.5,5.6,0.99,2.5,1.37,0.06,12.6
CON,3/27/08,5:00,storm,7.84,0.46,97.1,11.53,7.5,201,328.6,14,147.79,140,5.5,,4.6,,,109,0.03,2.7,0.35,48.5,nd,0.63,0.72,0.14,0.61,nd,61.9,nd,0.03,8.93,0.01,2.51,64.5,nd,4.74,7.61,5.95,0.21,33.2
CON,3/27/08,6:30,storm,7.49,0.35,96.6,11.58,7.37,221,149,8.9,259.14,83,8.3,,6.2,,,43.9,nd,2.61,0.49,22.9,0.07,0.62,0.95,0.21,0.85,0.03,35.7,nd,0.1,4.92,0.01,1.87,28.3,nd,7.3,9.29,9.89,0.29,40.4
CON,3/27/08,9:30,storm,7.61,0.28,96.4,11.52,7.44,222,67.3,5.5,,100,7.8,,6.1,,,41.2,nd,4.06,0.43,25,0.06,0.95,0.74,0.19,0.39,0.11,41.8,nd,0.17,5.48,0.01,1.85,25.9,nd,2.91,3.54,3.53,0.08,16.7
CON,4/28/08,18:30,storm,13.25,0.93,83.8,8.75,8.14,35,14.1,1.8,16.48,210,5,,5.6,,,108,0.06,1.95,0.33,82.5,0.14,1.24,0.27,0.13,0.2,nd,102,1.9,nd,17.7,0,2.88,60.6,6.1,0.45,1.84,0.67,0.03,7.55
CON,4/28/08,20:00,storm,12.71,0.89,91.9,9.72,8.19,33,74.4,4.1,59.34,210,5.4,,6.4,,,108,0.06,1.96,0.32,78.6,0.15,0.51,0.41,0.13,0.35,nd,95.7,2,0.03,16.5,0.01,2.81,58.8,5.7,1.26,4.54,1.92,0.1,15.1
CON,4/28/08,21:30,storm,12.03,0.82,95.1,10.21,8.21,33,46.5,4.6,52.97,200,5.9,,6.1,,,88.7,0.05,3.24,0.39,70.8,0.15,0.75,0.93,0.15,0.37,nd,88.4,2.7,0.02,15.2,0.01,2.91,47.7,5.1,1.17,5.42,1.81,0.08,13.7
CON,4/28/08,23:00,storm,11.42,0.8,93.7,10.21,8.18,34,30.8,4.2,34.12,190,5.8,,5.6,,,96.1,0.04,3.27,0.36,67.7,0.08,0.68,0.28,0.14,0.27,nd,85.8,2.9,0.02,14.6,0,2.79,55.9,6.8,0.78,3.7,1.17,0.05,10.3
CON,4/29/08,5:00,storm,9.87,0.9,91.9,10.38,8.14,39,12.5,2.8,11.21,210,5.1,,5.1,,,116,0.06,2.72,0.32,73.4,0.09,0.61,nd,0.15,0.17,nd,93,nd,0.02,15.8,0,2.64,63.7,5,0.37,1.97,0.61,0.03,7.96
CON,7/8/08,22:00,storm,19.46,0.61,66.1,6.06,7.53,-104,11.1,13.8,16,,5.1,,4.4,,,109,0.08,1.44,0.61,55.7,nd,0.29,0.28,0.2,0.24,nd,85.9,3.4,0.18,13.9,0.01,4.7,62.2,5.3,0.66,4.16,0.7,0.03,7.85
CON,7/9/08,10:00,storm,18.83,0.78,71.3,6.62,7.52,-99,0.2,1.4,15.78,,4.2,,5,,,95.5,0.08,1.41,0.61,54.8,nd,0.32,0.2,0.22,0.25,nd,85.6,3,nd,14.1,0,4.6,62.2,nd,0.75,3.34,0.65,0.03,7.68
CON,7/9/08,11:30,storm,21.23,0.32,88.7,7.86,7.73,-95,68.9,12.7,89.34,,4.8,,7.2,,,93.8,0.07,1.56,0.63,55.6,nd,0.32,0.51,0.22,0.41,nd,81.4,2.9,0.01,13.4,0.01,4.57,58.8,nd,2.55,5.64,2.89,0.12,15.9
CON,7/9/08,13:00,storm,21.42,0.31,86.1,7.6,7.65,-76,28,8.1,36.72,,5,,5.6,,,91.6,0.07,1.93,0.62,54,nd,0.39,0.42,0.22,0.3,nd,79.4,3.3,0.01,12.9,0,4.56,59.5,nd,1.21,4.36,1.29,0.05,9.05
CON,7/9/08,14:30,storm,20.74,0.34,81.9,7.33,7.57,-82,18.3,8.2,45.92,,5,,5.7,,,93.4,0.07,1.94,0.6,55.9,nd,0.4,0.47,0.21,0.33,nd,82.6,3.4,0.01,13.4,0,4.74,63,nd,1.23,4.61,1.52,0.07,10.4
CON,11/12/08,21:00,storm,7.55,0.82,70.9,8.47,7.4,229,5.6,3.9,3.46,180,3.7,,3.6,,,103,0.07,0.63,0.76,80.9,0.05,0.12,nd,0.23,0.25,nd,76.2,2.9,0.01,14.1,0.01,4.45,74.6,7,0.27,3.61,0.25,0.01,8.04
CON,11/13/08,1:30,storm,7.71,0.79,76.2,9.06,7.44,212,13.1,4.5,10.53,170,5.7,,5.1,,,98.8,0.07,1.11,1,76.9,nd,0.23,0.31,0.32,0.36,nd,70.4,0.01,0.01,13.2,0.01,4.71,69.2,8.4,0.68,5.6,0.63,0.03,10.7
CON,11/13/08,6:00,storm,8.32,0.77,86.9,10.19,7.55,234,15.3,6,9.28,170,5.4,,5.4,,,93.5,0.07,0.95,0.9,97.5,nd,0.21,0.32,0.32,0.36,0.33,71.4,11.9,0.38,13.9,0.03,6.63,67.5,8.2,0.65,4.82,0.71,0.04,11.9
CON,12/9/08,14:30,storm,2.76,2.87,99.9,13.4,7.79,218,126.7,11.7,134.69,120,9.1,6.35,14.1,7.88,,871,0.11,4.45,0.63,50.6,0.25,0.85,1.35,0.24,0.68,0.04,115,109,0.05,19.7,0.07,7.82,417,55.2,3.34,12.9,4.11,0.26,58.2
CON,12/9/08,17:30,storm,4.29,1.32,97.6,12.65,7.84,227,28.5,9.6,15.93,100,8.3,6,7.2,7.04,,341,0.07,4.19,0.6,50.2,0.4,0.89,0.98,0.22,0.35,nd,66.4,10,0.05,12.5,0.02,5.42,170,8.9,1.18,6.57,1.14,0.07,18.6
CON,12/9/08,20:30,storm,5.1,1.4,95.5,12.11,7.79,230,17.8,8.5,15.56,100,7.6,5.77,8.2,6.82,,357,0.06,4.37,0.54,49.2,0.3,0.96,0.74,0.21,0.29,nd,69.6,4.4,0.05,12.9,0.02,5.26,177,19.8,0.75,4.46,0.74,0.04,13
CON,12/10/08,4:00,storm,5.7,1.3,91.6,11.44,7.77,241,10.6,6.2,9.28,120,6.9,5.64,6.5,6.28,,307,0.05,4.22,0.51,58.1,0.19,1,0.52,0.2,0.24,nd,77.8,4,0.03,14.1,0.01,4.83,152,9.7,0.44,6.02,0.03,0.01,9.7
CON,2/11/09,7:00,storm,6.28,1.04,102.1,12.58,7.94,207,129.2,12.5,89.51,110,7.3,6.38,11.9,6.58,,226,0.04,5.9,0.42,37.5,nd,1.39,1.22,0.15,0.54,0.06,57.6,nd,0.08,7.73,0.01,2.91,132,13.4,4.97,4.66,4.36,0.13,37.8
CON,2/11/09,13:00,storm,7.6,0.99,103.6,12.35,8.03,202,24.7,7.1,8.91,120,7.8,6.77,7.8,6.71,,197,0.04,8.6,0.38,42,nd,2,0.69,0.13,0.23,0.06,61.7,2.9,0.09,8.23,0.01,2.66,111,11.8,1.03,nd,0.92,0.02,15.2
CON,2/11/09,17:30,storm,7.41,0.9,101.5,12.16,7.95,201,57.4,8.8,48.41,110,8.6,7.21,11.2,7.17,,176,0.04,6.92,0.42,36,nd,1.62,0.89,0.15,0.36,0.07,52.9,1.7,0.09,6.95,0.01,2.51,101,12.3,2.84,2.6,0.16,0.01,11.9
CON,2/11/09,19:00,storm,6.9,0.84,102.1,12.39,7.92,208,63.8,7,37.16,100,9.8,9.94,10.4,7.55,,160,0.03,7.23,0.42,34,nd,1.61,0.91,0.23,0.35,0.1,52.3,2.6,0.16,6.77,0.01,2.51,94.6,11.9,2.9,4.07,2.48,0.06,24.4
CON,2/11/09,22:00,storm,6.54,0.82,102.4,12.54,7.93,217,39.7,7.8,13.36,100,9.5,7.82,8.7,7.2,,150,0.03,8.71,0.43,37,nd,1.98,0.78,0.15,0.27,0.09,54.9,2,0.14,7.11,0.01,2.51,85,12.7,1.98,1.69,1.56,0.04,18
CON,3/18/09,21:00,storm,12.64,1.25,9.44,0.09,8.05,216,3.2,2.5,4.12,240,,4.7,,4.22,,,,,,,nd,64.5,0.84,0.06,0.23,0.05,94.1,nd,0.01,18,0,3.83,118,17.2,0.16,nd,0.16,0.01,18.6
CON,3/18/09,22:30,storm,12.44,1.26,9.46,0.09,8.02,220,3,2,155.33,210,,5.37,,4.62,,184,0.08,1.2,0.28,83.4,nd,29.6,1.76,0.09,0.61,0.05,80.6,2,0.02,15.2,0.02,3.33,103,15.4,4.13,5.83,4.68,0.26,40.3
CON,3/19/09,0:00,storm,12.18,1.16,10.02,0.11,8.01,195,19.7,5.4,85.17,160,,7.25,,5.6,,140,0.06,2.09,0.28,56,nd,29.4,1.52,0.07,0.34,0.05,54.5,1.8,0.04,11.2,0.02,3.25,83.6,12.6,3.74,3.44,3.2,0.13,27.1
CON,3/19/09,1:30,storm,11.44,0.82,11.99,0.19,8.06,157,100.8,13.7,42.82,170,,7.1,,5.48,,162,0.06,2.31,0.29,57.7,nd,28,1.18,0.09,0.27,0.04,59.7,1.6,0.04,11.9,0.01,3.53,94.5,13.8,2.21,2.86,1.83,0.07,23.7
CON,3/19/09,7:30,storm,10.32,1.01,11.66,0.13,7.95,215,22.4,6,8.47,200,,6.04,,5.34,,172,0.06,2.28,0.28,61.4,nd,29,0.93,0.05,0.27,0.05,74,nd,0.03,13.8,0.01,3.05,98.5,14.9,0.73,nd,0.57,0.02,15.9
CON,4/28/09,12:30,storm,17.37,0.98,103.3,9.88,8.64,218,10.8,2.6,14.3,230,3.7,3.68,3.4,3.73,,123,0.07,3.15,0.43,84.1,nd,0.6,0.71,0.15,0.15,0.04,103,1.6,0.01,18.6,0,3.52,75.3,22.7,0.41,nd,0.43,0.02,23.6
CON,4/28/09,14:00,storm,17.49,0.98,101.6,9.69,8.69,216,13.2,2.8,17.73,230,4.1,3.67,3.2,3.77,,123,0.07,3.13,0.46,79.8,nd,0.61,0.57,0.14,0.16,0.04,104,2,0.01,18.7,0,3.59,75.3,21.8,0.44,2.12,0.52,0.03,22.9
CON,4/28/09,17:00,storm,17.56,0.96,98.6,9.4,8.71,216,12,2.7,17.01,230,4.4,3.72,3.2,3.59,,117,0.07,3.11,0.44,80,nd,0.61,0.63,0.15,0.17,0.05,105,2.1,0.01,19,3.6,3.6,73.4,22,0.41,3.03,0.52,0.03,23.6
CON,4/28/09,18:30,storm,17.69,0.95,98,9.31,8.73,217,11.7,2.7,15.84,230,4.8,4.17,3.4,3.85,,111,0.07,2.99,0.45,80.1,nd,0.58,0.57,0.15,0.15,0.04,101,nd,0.01,18.3,0,3.51,69.4,22.4,0.36,2.25,0.45,0.03,26.1
CON,4/28/09,21:30,storm,17.19,0.96,88.1,8.46,8.65,220,13.3,2.4,17.01,230,4.3,3.79,3.4,3.88,,110,0.07,3.08,0.44,79.6,nd,0.59,0.54,0.14,0.15,0.05,102,nd,0.01,18.3,0,3.55,72.1,22.2,0.51,3.43,0.56,0.03,28.1
CON,5/26/09,16:00,storm,20.11,1.18,80.1,7.24,8.27,117,18.3,4.6,18.09,220,5.5,4.61,4.4,4.03,,126,0.09,1.9,0.62,70.4,nd,0.38,0.63,0.19,0.24,0.06,97.6,2.8,0.01,17.8,0,3.84,70.1,22.4,0.75,2.78,0.66,0.03,26.5
CON,5/26/09,20:30,storm,20.36,1.14,82.5,7.43,0.08,8.39,26.9,5.3,34.36,210,5.8,4.76,4.9,4.39,,125,0.08,1.8,0.6,69.3,nd,0.37,0.77,0.27,0.27,0.07,97,2.4,0.01,17.7,0,3.97,71,23.1,1.16,3.42,1.09,0.05,27
CON,5/26/09,22:30,storm,20.55,1.15,88.3,7.92,8.44,100,48.4,6.8,80.18,220,6.1,4.89,5.8,4.61,,118,0.08,2.04,0.58,68.2,nd,0.4,0.94,0.17,0.44,0.06,94.1,2.3,0.01,17.2,0,3.99,65.8,20.2,2.43,4.71,2.55,0.14,33
CON,5/27/09,4:00,storm,19.21,1.15,85,7.82,8.5,111,25.3,4.9,28.95,210,5.7,5.59,4.8,4.7,,137,0.08,1.97,0.59,64.1,nd,0.4,0.77,0.17,0.24,0.06,93.9,1.9,0.01,17.1,0,3.69,70.2,20.4,1.02,3.22,0.94,0.04,25.2
CON,6/10/09,9:30,storm,19.31,0.96,67.6,6.23,7.95,153,46.1,4.8,63.61,210,4.4,4.25,6.1,7.08,,115,0.08,2,0.64,57.5,nd,0.42,0.93,0.19,0.34,0.06,84.5,2.2,0.01,15.4,0,3.74,68,21.6,2.11,3.53,2.07,0.1,30.5
CON,6/10/09,11:00,storm,19.33,0.79,86.2,7.93,8.11,150,190.9,11.6,276.95,180,8.2,8.26,10.9,7.08,,65.5,0.06,4.02,0.64,50.8,nd,0.85,2.01,0.2,0.94,0.08,69.6,3.9,0.05,12.7,0,4.48,41.1,18.4,8.8,12.4,9.45,0.54,62.5
CON,6/10/09,14:00,storm,19.37,0.63,84,7.72,8.06,165,98.8,21.9,81.65,130,6.4,6.41,10,5.73,,78.4,0.04,2.56,0.59,37.8,nd,0.54,1.14,0.17,0.43,0.07,51.9,2.5,0.05,9.54,0,3.25,47.8,16.5,3.02,4.54,2.99,0.16,30.8
CON,6/10/09,18:30,storm,20.01,0.66,82.3,7.47,8.1,171,63.2,16,55.09,150,6.5,6.18,9.3,5.78,,83.3,0.04,2.11,0.57,38.4,nd,0.43,0.88,0.17,0.33,0.07,55.8,2.5,0.04,9.98,0,3.39,50.7,19.2,1.63,3.03,1.71,0.09,25.3
CON,6/10/09,23:00,storm,19.59,0.81,79.1,7.24,8.06,180,36,7.2,29.2,170,5.7,5.6,5.2,5.16,,112,0.05,2.26,0.6,44.3,nd,29.2,1.04,0.2,0.29,0.07,71.9,3.5,0.02,13.2,0,3.48,61.3,23.6,1.27,3.12,1.17,0.05,24
CON,7/29/09,11:00,storm,19.96,0.63,96.3,8.75,8.08,44,205.8,14.6,202.06,160,6.1,6.02,9,5.54,,76,nd,1.99,0.39,33.9,0.05,0.5,1.43,0.12,0.76,0.04,58.2,2.8,0.04,9.5,0,4.36,53.9,nd,8.97,13.5,8.8,0.34,43.3
CON,7/29/09,15:30,storm,20.91,0.71,92.6,8.25,8.07,99,92.5,9.6,379.55,130,4.8,4.95,4.6,4.39,,65.3,nd,1.37,0.38,27.9,nd,0.33,1.84,0.1,1.05,0.03,47.9,7.8,0.02,7.85,nd,3.13,45,9.4,9.55,17.9,12.6,0.5,56.7
CON,7/29/09,17:00,storm,21.32,0.36,101,8.94,8,24,880.4,53.3,898.55,100,8.8,8.31,6.8,6.86,,41.3,nd,2.02,0.57,19.5,nd,0.6,3.71,0.19,2.58,0.25,35.9,3.4,0.3,5.32,0.01,3.68,31.2,nd,23.5,32.5,31.5,1.32,122
CON,7/29/09,20:00,storm,21.09,0.51,95.9,8.52,8.02,86,179.9,15.7,167.55,130,8.3,7.65,6.2,6.58,,58.9,nd,2.46,0.38,24.6,nd,0.61,1.4,0.16,0.65,nd,51.1,5,0.04,7.72,0,3.9,41.1,6.5,7.82,11.3,6.98,0.24,34.9
CON,7/30/09,3:30,storm,20.05,0.71,92,8.34,8.02,200,37.9,7.9,43.1,180,6.9,6.42,5.5,5.73,,90.8,nd,2.14,0.41,35.2,nd,0.52,0.83,0.17,0.26,nd,73.9,4.3,0.02,12.6,0,4.31,59.3,6.8,1.51,5.91,1.54,0.07,14.7
CON,10/8/09,11:00,storm,,,,,,,,,689.92,120,7.3,7.94,51,6.41,,33.8,nd,1.53,1.06,25.7,nd,0.41,3.16,0.42,2.53,0.05,39.4,4.6,0.09,6.31,0,5.15,26.2,7.1,12.4,25.2,21.4,1.15,99.5
CON,10/8/09,19:00,storm,13.11,0.3,100.4,10.54,7.95,180,610.5,43.1,106.22,140,7.4,7.95,11.8,7.41,,42.8,nd,3.69,0.8,28.4,nd,0.84,1.29,0.3,0.71,0.07,53.1,4.8,0.1,7.69,0.01,4.58,28.7,6.9,2.41,8,3.34,0.16,21
CON,10/9/09,3:00,storm,13.62,0.25,99.4,10.32,7.93,174,337.8,29.4,1006.7,74,8.1,10.06,41.3,8.63,,13.6,nd,3.16,0.98,11.9,0.05,0.65,3.99,0.34,3.24,0.18,25.1,3.1,0.25,3.23,0.01,3.73,9.4,nd,17.9,29.6,27.7,1.21,109
CON,10/9/09,9:00,storm,14.23,0.43,98.4,10.08,8.04,194,113.5,14.9,312.94,90,8.7,9.05,25.2,9.04,,17.3,nd,3.75,0.99,15.2,0.05,0.83,1.82,0.38,1.38,0.16,34.1,4.2,0.21,4.28,0.01,4.04,12.3,nd,7.41,11.7,10.9,6.11,43.4
CON,12/8/09,11:00,storm,,,,,,,,,0,240,,3.74,,3.66,0.28,171,nd,0.99,n,84.5,nd,0.25,1.76,0.14,0.15,0.07,129,2.4,0.01,23.9,0,4.01,86.6,24.6,0.14,nd,0.08,0.01,nd
CON,12/8/09,19:00,storm,3.45,1.13,95.7,12.69,8.13,97,351,25,477.94,130,,9.02,,7.85,0.21,173,nd,1.65,1.05,34.1,nd,0.47,nd,0.15,1.99,0.09,58.9,2.8,0.11,9.02,0.02,4.95,90,22.6,9.62,16.6,13.9,0.76,77
CON,12/9/09,3:00,storm,6.19,0.44,93.7,11.59,8,113,72.8,9.7,53.73,130,,9.6,,9.12,0.25,47.6,nd,4.92,0.9,33.1,nd,1.21,nd,0.1,nd,0.15,63.5,3.1,0.2,8.64,0.03,3.51,25.9,17.4,3.03,nd,2.92,0.16,nd
CON,12/9/09,9:00,storm,6.85,0.46,93.3,11.35,8.08,144,76.8,9.4,41.1,150,,11.75,,9.04,0.26,47.7,nd,4.69,0.85,36.4,nd,1.12,1.19,0.1,0.52,0.23,65.7,3.8,0.26,8.92,0.02,3.61,25.4,18.6,2.9,5.95,2.5,0.08,nd
CON,4/8/10,18:00,storm,18,1.05,82.4,8.73,8.33,-16,6.1,2.4,-15.14,280,,3.86,,4.05,,156,nd,0.49,n,89.5,nd,0.1,0.62,0.23,0.11,0.08,120,1.6,0.01,21.6,0,3.23,84,1.7,0.23,1.67,0.23,0.02,15.6
CON,4/9/10,1:30,storm,15.65,1.05,83.8,8.31,8.08,-5,10.7,3.2,,260,,5.31,,4.92,,134,nd,1.2,n,80.7,nd,0.29,1.06,0.09,0.26,0.07,108,2.4,0.01,19.1,0.01,3.08,74.6,14.7,1.2,4.95,1.73,0.1,24.4
CON,4/9/10,4:30,storm,14.85,1.09,83.2,8.39,8.07,-1,9.8,3.8,,220,,7.54,,6.48,,161,nd,1.92,n,71.4,nd,0.47,1.21,0.11,0.36,0.07,91.3,3.3,0.02,15.8,0.01,2.97,94.2,12.7,1.82,5.63,2.54,0.12,24.6
CON,4/9/10,7:30,storm,14.25,1.1,83.6,8.54,8.06,0,10.1,3.4,,220,,8.13,,7.57,,126,nd,2.09,0.45,54.1,nd,0.49,1.47,0.13,0.59,0.08,75.1,3.2,0.05,12.8,0.01,3.13,74.2,13.6,3.08,17,4.59,0.21,37
DRI,4/19/05,10:48,base,13.69,0.85,96.8,10.02,8.07,302,14.9,,16,290,7.72,,13.3,,,53.9,0.11,1.9,0.42,41.9,0.23,0.41,0.77,0.12,0.15,nd,126,nd,nd,22.4,0.01,4.65,33.4,nd,0.84,nd,0.86,0.05,nd
DRI,5/26/05,11:34,base,13.24,0.77,63.3,6.62,7.84,272,15.2,,6.1,300,18,,22,,,82.7,0.11,3.99,2.76,93.7,0.46,0.87,1.85,1.04,1.01,nd,125,nd,nd,22,0.02,5.24,49.5,nd,0.42,nd,0.49,0.04,nd
DRI,6/21/05,10:41,base,16.88,0.83,62,5.99,7.66,285,23.7,,12,300,3.6,,3.6,,,41.6,0.13,1.78,1,93,nd,0.39,0.54,0.28,0.31,nd,125,nd,0.05,21,0.06,4.56,26,nd,0.59,nd,0.6,0.11,nd
DRI,7/26/05,10:48,base,23.6,0.78,79.4,6.72,7.71,185,4,,10.6,270,11,,16,,,42.4,0.12,1.82,0.84,73.1,nd,0.01,0.43,0.2,0.22,nd,108,nd,nd,19.3,0.11,5.7,27.6,nd,0.26,nd,0.35,0.14,nd
DRI,8/16/05,10:55,base,21.2,0.92,75.6,6.7,7.52,177,19.8,,9.6,280,12,,18,,,72.3,0.14,0.48,1.35,74.9,nd,0.12,0.36,0.36,0.4,nd,108,nd,nd,20.4,0.14,6.37,46.7,nd,0.2,nd,0.29,0.23,nd
DRI,9/22/05,11:29,base,18.6,0.78,85.5,7.98,7.7,233,8.9,,28.8,250,13,,19,,,50.7,0.09,1.07,1.51,67.3,nd,0.24,0.39,0.42,0.48,nd,97.3,3.15,0,17.9,0.02,6.04,35.1,13.6,0.88,3.19,0.93,0.07,18.5
DRI,10/31/05,9:44,base,7.6,0.88,65.3,7.79,7.6,198,3.3,,5,290,16,,16,,,50.7,0.1,1.84,1.52,80.4,0.05,0.41,0.28,0.14,0.35,0.03,121,nd,0.01,21.7,0.03,5.8,36.8,nd,0.15,nd,0.12,0.03,nd
DRI,2/9/06,9:33,base,0.96,0.85,96.2,13.65,7.77,264,4.8,,1.67,260,8.4,,16,,,53,0.06,4.01,0.25,83.5,nd,0.9,0.25,0.11,0.09,nd,118,3.11,nd,19.7,0.02,2.82,34,11.6,0.14,3.71,0.17,0.03,16.8
DRI,3/20/06,10:02,base,4.43,0.76,99.2,12.82,7.82,266,12,,6.4,250,14.1,,15.7,,,35.6,nd,3.14,0,85.8,0.28,0.72,0.37,0.07,0.09,nd,114,1.96,nd,19.7,0.01,3.84,24,10.7,0.17,4.56,0.29,0.02,28
DRI,5/9/06,10:20,base,12.56,0.86,80.9,8.58,7.95,282,11.2,,8.6,300,19.6,,20,,,43.7,0.1,2.73,0.43,99.8,nd,0.64,0.48,0.17,0.22,nd,118,2.73,nd,22.1,0.02,3.25,25.7,14.4,0.32,2.73,0.39,0.05,17.2
DRI,6/6/06,10:12,base,15.23,0.55,74.9,7.5,7.76,146,10.6,,15.5,290,12.7,,16.5,,,45,0.09,2.29,1.08,88.2,nd,0.5,0.24,0.32,0.37,nd,111,1.5,nd,21,0.03,4.27,27.1,13.8,0.49,2.2,0.48,0.07,22.3
DRI,7/10/06,11:00,base,18.42,0.9,51.5,4.81,7.3,240,4,,5.6,300,5.4,,19.1,,,63.1,0.14,0.35,1.51,71.4,0.25,0.08,0.65,0.42,0.51,nd,122,1.78,0.02,22.9,0.76,5.52,37.7,15,0.19,1.55,0.44,0.83,39.4
DRI,8/8/06,9:49,base,22.28,0.54,48.9,4.25,7.59,218,1.1,,1.67,260,5.4,,17.1,,,53.1,0.1,0.22,1.79,49.6,0.11,0.12,1.09,0.62,0.72,nd,96.9,nd,0.03,17.4,0.9,6.05,36.1,17.3,0.15,nd,0.43,0.87,15.7
